"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-01",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-02",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-03",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-04",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-05",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-06",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-07",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-08",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-09",,,"0.04",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-10",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-11",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-12",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-13",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-14",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-15",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-16",,,"0.27",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-17",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-18",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-19",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-20",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-21",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-22",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-23",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-24",,,"0.13",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-25",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-26",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-27",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-28",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-29",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-04-30",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-01",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-02",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-03",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-04",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-05",,,"0.03",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-06",,,"0.12",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-07",,,"0.08",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-08",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-09",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-10",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-11",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-12",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-13",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-14",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-15",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-16",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-17",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-18",,,"0.03",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-19",,,"0.01",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-20",,,"0.05",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-21",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-22",,,"0.01",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-23",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-24",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-25",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-26",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-27",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-28",,,"0.01",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-29",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-30",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-05-31",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-01",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-02",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-03",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-04",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-05",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-06",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-07",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-08",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-09",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-10",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-11",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-12",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-13",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-14",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-15",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-16",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-17",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-18",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-19",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-20",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-21",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-22",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-23",,,"0.02",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-24",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-25",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-26",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-27",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-28",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-29",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-06-30",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-01",,,"0.02",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-02",,,"0.02",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-03",,,"0.02",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-04",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-05",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-06",,,"0.02",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-07",,,"0.06",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-08",,,"0.11",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-09",,,"0.05",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-10",,,"0.35",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-11",,,"0.03",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-12",,,"0.43",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-13",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-14",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-15",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-16",,,"0.02",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-17",,,"0.03",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-18",,,"0.10",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-19",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-20",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-21",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-22",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-23",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-24",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-25",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-26",,,"0.01",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-27",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-28",,,"1.03",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-29",,,"0.03",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-30",,,"0.38",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-07-31",,,"0.01",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-01",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-02",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-03",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-04",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-05",,,"0.01",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-06",,,"0.12",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-07",,,"0.84",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-08",,,"0.10",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-09",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-10",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-11",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-12",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-13",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-14",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-15",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-16",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-17",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-18",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-19",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-20",,,"0.20",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-21",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-22",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-23",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-24",,,"0.18",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-25",,,"0.14",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-26",,,"0.60",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-27",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-28",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-29",,,"0.63",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-30",,,"0.10",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-08-31",,,"0.94",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-01",,,"0.13",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-02",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-03",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-04",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-05",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-06",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-07",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-08",,,"0.50",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-09",,,"0.51",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-10",,,"0.15",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-11",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-12",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-13",,,"0.12",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-14",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-15",,,"0.05",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-16",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-17",,,"0.06",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-18",,,"0.04",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-19",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-20",,,"0.65",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-21",,,"0.45",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-22",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-23",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-24",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-25",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-26",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-27",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-28",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-29",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-09-30",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-01",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-02",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-03",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-04",,,"0.04",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-05",,,"0.06",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-06",,,"0.12",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-07",,,"0.10",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-08",,,"0.08",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-09",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-10",,,,,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-11","    2","0.22",,,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-12",,,"0.26",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-13",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-14",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-15",,,"0.15",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-16",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-17",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-18",,,"0.00",,
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","1952-10-19",,,"0.06",,
